,Unnamed: 0,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,456.375,-68.4475,-188.97,-34.85,-12.272499999999999,-84.6,-46.805,-55.085,-402.03749999999997
1,P/VPA,-21.13,-23.044999999999998,-23.3125,-6.664999999999999,-18.62,4.737499999999997,53.015,51.235,33.0375
2,P/FCO,60.92,92.82000000000001,126.52250000000001,-301.765,40.035,63.512499999999996,-577.945,-4.307499999999976,56.017500000000005
3,DY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003875,0.010650000000000001
4,PSRO ín,12.375,9.02,7.9325,2.87,3.5275,7.1325,6.88,7.952500000000001,9.1925
5,EV/EBIT,89.45750000000001,80.8675,105.64500000000001,120.51,121.6575,165.655,-43.945,-119.565,38.94250000000001
6,ROE,0.05535000000000001,0.196775,0.0114,0.34540000000000004,1.359125,0.18467500000000003,-1.2300499999999999,-1.0329249999999999,-0.142675
7,ROIC,1.992275,0.35387499999999994,0.263375,-0.072475,-0.0493,0.049675000000000004,-0.055874999999999994,-0.057975,0.051899999999999995
8,LC,0.5025,0.495,0.44999999999999996,0.43999999999999995,0.605,0.87,0.9875,0.895,1.275
9,DB/PL,-1.1175,-1.9175000000000002,-1.9425,-2.0275,-4.185,1.8025000000000002,5.37,4.3149999999999995,1.8475
10,LPA,-0.07,-0.16749999999999998,-0.010000000000000002,-0.23,-0.585,-0.1575,-0.2275,-0.21750000000000003,-0.052500000000000005
11,VPA,-1.3550000000000002,-0.7725,-0.6275,-0.6475000000000001,-0.48,0.1125,0.21,0.26749999999999996,0.4674999999999999
12,DPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
