,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,-3.39,-3.0125,-1.3624999999999998,-2.315,-0.6924999999999999,-0.125,-1.14,0.75,-6.165,-11.622499999999999
1,P/VPA,0.3075,11.822499999999998,0.855,-0.022499999999999964,-0.395,-0.18000000000000002,3.9924999999999997,0.43,-2.6925,-1.9574999999999998
2,P/FCO,-3.6425,-4.485,-2.6675,-5.672499999999999,-0.595,0.275,0.22250000000000003,1.0474999999999999,-27.810000000000002,-27.255000000000003
3,DY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,PSRO ín,2.47,5.23,4.8825,11.1775,7.86,3.3075,2.015,18.2675,624.045,1136.5725
5,EV/EBIT,-5.765,-3.8149999999999995,-2.155,-3.0524999999999998,-1.2525,0.12249999999999997,73.07,35.165000000000006,26.397499999999997,-5.3375
6,ROE,-0.02275,-3.375225,-0.642725,0.029174999999999993,0.628025,1.5018,-16.3494,-0.5883,-0.079025,0.32782500000000003
7,ROIC,-0.008025,-0.449875,-0.35622499999999996,0.15282499999999993,1.635175,-2.75575,-7.131925000000001,-0.35535,-0.04135,0.307025
8,LC,1.145,2.665,1.3225,2.4775,3.2649999999999997,0.9099999999999999,0.96,2.7300000000000004,2.6275000000000004,0.93
9,DB/PL,0.0425,2.8275,0.6,-0.020000000000000004,-0.63,-0.9824999999999999,0.305,0.23,-3.4825000000000004,-1.2825000000000002
10,LPA,-3.135,-24.982499999999998,-22.8725,-18.87,-20.9925,-17.895,-4.9475,-6.24,0.3274999999999998,-3.1950000000000003
11,VPA,34.4425,43.730000000000004,36.67,2.8225000000000016,-34.4625,-13.3475,3.7699999999999996,13.57,8.14,1.1150000000000002
12,DPA,0.0,0.0,0.0,0.0,0.0,1.98,-0.99,0.0,0.0,0.0
