,Unnamed: 0,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,-6.44,-44.1075,22.8575,-77.675,-2.8899999999999997,-1.7175000000000002,-4.87,-3.1674999999999995,-9.022499999999999
1,P/VPA,1.7974999999999994,-8.0725,5.0600000000000005,19.675,1.77,1.2025000000000001,0.8925000000000001,1.1425,1.0474999999999999
2,P/FCO,7.665000000000001,103.23749999999998,-7.18,-5.4575000000000005,18.569999999999997,-82.5125,2.955,4.3125,3.4675000000000002
3,DY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,PSRO ín,-71.3325,-10.8925,1.0175,1.4875,0.445,0.38,0.33999999999999997,0.42000000000000004,0.5599999999999999
5,EV/EBIT,-8.83,-22.6425,4.755,30.1475,38.650000000000006,-3.039999999999999,9.98,15.795,149.21
6,ROE,-0.10862499999999975,0.45330000000000004,0.1279,-0.15664999999999998,-1.7417749999999999,-0.40532499999999994,-0.23025,-0.23745,-0.162225
7,ROIC,-0.52705,-0.2217,0.15147500000000003,0.1167,-0.047525000000000005,0.03705,0.12815,0.12422500000000002,0.037149999999999996
8,LC,0.32999999999999996,0.5349999999999999,0.5774999999999999,0.8474999999999999,0.48750000000000004,0.4125,0.42,0.3475,0.23000000000000004
9,DB/PL,0.99,-4.1475,1.795,6.3374999999999995,5.0175,1.0775000000000001,0.4225,0.335,0.255
10,LPA,-0.40249999999999997,-0.16749999999999998,0.04,-0.005,-0.2,-0.14,-0.11000000000000001,-0.1325,-0.13
11,VPA,0.135,-0.1975,0.16999999999999998,0.21500000000000002,0.1975,0.37249999999999994,0.49,0.58,0.535
12,DPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
