,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,-13.95,16.2525,26.72,-189.6325,39.195,28.7225,37.3275,35.5325,31.235,21.244999999999997
1,P/VPA,0.5025,1.7424999999999997,1.1400000000000001,1.4000000000000001,2.66,1.8699999999999999,2.4975,3.11,2.46,2.4275
2,P/FCO,-1.205,-1.9349999999999998,-0.5925,-1.9125000000000003,-0.7100000000000003,2.0675,3.235,5.495,4.2525,4.5649999999999995
3,DY,0.0,0.00875,0.00555,0.0,0.10494999999999999,0.008875,0.0089,0.0065,0.009475,0.010425
4,PSRO ín,32.095,1.3025,1.3675000000000002,1.03,1.0525,1.0875,1.1425,1.3225,1.3025000000000002,1.26
5,EV/EBIT,-15.3075,8.58,9.405,12.252500000000001,12.095,11.024999999999999,15.0125,17.5025,15.45,11.69
6,ROE,-0.009000000000000001,0.08385000000000001,0.05945,-0.11720000000000001,-0.06944999999999998,0.0658,0.067075,0.0882,0.078575,0.12682500000000002
7,ROIC,-0.002175,0.047975000000000004,0.06485,0.0703,0.08560000000000001,0.08072499999999999,0.07075000000000001,0.065275,0.070825,0.09732500000000001
8,LC,0.5325,1.2725,1.8800000000000001,1.27,1.1175,1.335,1.365,1.4825,1.3450000000000002,1.6075
9,DB/PL,1.72,6.175000000000001,9.785,6.637499999999999,8.705,5.1725,3.9850000000000003,3.3024999999999998,2.78,2.3625000000000003
10,LPA,-0.1025,0.6749999999999999,0.33999999999999997,-0.6525,-0.2,0.34,0.3425,0.4375,0.365,0.5149999999999999
11,VPA,2.8425,6.3275,5.577500000000001,5.65,3.655,5.1425,5.115,4.97,4.635000000000001,4.074999999999999
12,DPA,0.0,0.0,0.0,0.0,0.0,0.1,0.11499999999999999,0.10500000000000001,0.07750000000000001,0.1
