,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012
0,P/L,-0.015,-0.1275,0.07,-0.39249999999999996,-0.27,-0.7274999999999999,0.6500000000000001,3.4975,3.705
1,P/VPA,0.02,0.034999999999999996,0.065,0.28500000000000003,0.1675,0.19,0.185,0.3725,0.515
2,P/FCO,0.07,0.51,0.5225,0.5575000000000001,-0.1375,-2.6075,0.6100000000000001,0.7324999999999999,1.9075
3,DY,0.0,0.0,0.0,0.0,0.0,0.0,0.05879999999999999,0.2187,0.112575
4,PSRO ín,0.32,0.8625,0.735,0.1075,0.475,1.8225,1.45,1.225,1.86
5,EV/EBIT,-1.2875,-3.1225,-4.255000000000001,-664.67,197.12,11.692499999999999,7.22,7.3125,8.580000000000002
6,ROE,-0.34165,-0.356125,0.9566250000000001,-0.5603,-0.601675,-0.272675,-0.0018250000000000072,0.113675,0.1291
7,ROIC,-0.025275,-0.07415,-0.08497500000000001,-0.03055,-0.017125,0.047375,0.083125,0.09325000000000001,0.065375
8,LC,0.42,1.7599999999999998,2.3075,0.3075,0.67,1.6675,1.2175,1.0975,1.3975
9,DB/PL,0.5275,0.79,0.5874999999999999,4.0024999999999995,4.177499999999999,3.0324999999999998,2.2275,3.2249999999999996,2.6675
10,LPA,-4.7975,-9.1325,30.3975,-6.335,-8.43,-5.86,-0.11749999999999994,1.4975,1.895
11,VPA,3.51,27.602499999999996,31.997500000000002,8.815000000000001,14.16,21.835,25.235,13.105,14.9925
12,DPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125
