,Unnamed: 0,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,9.100000000000001,9.0025,7.9625,5.9025,5.67,6.699999999999999,8.3575,9.975,6.925
1,P/VPA,1.065,1.0025,1.0699999999999998,0.6950000000000001,0.6925,0.9824999999999999,1.0725,1.1625,1.045
2,P/FCO,53.592499999999994,11.4575,9.9925,3.9025,4.635,23.502499999999998,7.827500000000001,9.5975,8.2325
3,DY,0.0444,0.0531,0.052825,0.057175000000000004,0.061399999999999996,0.035875000000000004,0.0317,0.03865,0.06525
4,PSRO ín,1.2,1.1125,1.2675,0.81,0.715,0.9575,1.0975,1.1625,0.8525
5,EV/EBIT,10.205,8.782499999999999,8.325000000000001,4.8375,4.46,5.3825,6.2625,7.7625,5.3100000000000005
6,ROE,0.1333,0.111925,0.134875,0.11775,0.12137500000000001,0.14712499999999998,0.12937500000000002,0.1172,0.15719999999999998
7,ROIC,0.061775000000000004,0.05325,0.053700000000000005,0.042574999999999995,0.063225,0.092825,0.07515,0.0611,0.114575
8,LC,2.55,2.9475,3.1125,3.57,3.4425,3.02,3.1025,3.0200000000000005,3.1175
9,DB/PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,LPA,3.3175000000000003,2.5425,2.9524999999999997,2.4699999999999998,2.3324999999999996,2.5949999999999998,2.0275,1.6574999999999998,2.0549999999999997
11,VPA,24.415000000000003,22.737500000000004,21.902499999999996,20.982499999999998,19.27,17.6425,15.649999999999999,14.1475,13.0825
12,DPA,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.505,0.4625
