,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,-1.3775,-2.5025000000000004,-12.605,-35.2025,-5.1425,4.635,19.749999999999993,71.0925,22.705000000000002,9.690000000000001
1,P/VPA,1.61,8.425,9.075,9.2975,0.645,0.83,1.3499999999999999,1.59,2.635,1.745
2,P/FCO,-3.2825,-5.1475,-15.674999999999999,90.53750000000001,-8.125,2.0425000000000004,15.549999999999999,26.5425,-101.735,-292.6825
3,DY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,PSRO ín,0.2325,1.4175,4.515,-7.5649999999999995,0.47500000000000003,0.4325,0.56,0.5750000000000001,0.7274999999999999,0.7825
5,EV/EBIT,-1.2175,-2.5125,-13.602499999999997,-18.32,-6.2125,1.9200000000000004,566.295,56.6925,-2.8325000000000005,4.347499999999999
6,ROE,-0.2927,-2.561275,-0.84565,-0.010324999999999994,-0.0976,0.051574999999999996,0.031675,0.012575,-0.24244999999999997,0.040775
7,ROIC,-0.27005,-2.42965,-0.778875,-0.012149999999999994,-0.08412499999999999,0.08505,0.057925000000000004,0.034975,-0.20697500000000002,0.05532500000000001
8,LC,0.1825,0.3475,0.7274999999999999,0.5525,0.305,0.9500000000000001,0.5800000000000001,0.36250000000000004,0.32000000000000006,0.4225
9,DB/PL,0.2425,0.6224999999999999,0.21000000000000002,0.3,0.10500000000000001,0.5475,0.8125,0.6875,0.6799999999999999,0.3125
10,LPA,-1.225,-7.9175,-9.06,0.04499999999999993,-2.81,1.02,0.4875,0.18,-2.8649999999999998,0.8924999999999998
11,VPA,1.0475,2.3325,11.5825,8.4725,10.785,21.575,14.59,13.502500000000001,12.732499999999998,11.295
12,DPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
