,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,11.065,53.495,42.237500000000004,52.285,38.0175,38.425,48.377500000000005,69.85,57.707499999999996,15.44
1,P/VPA,2.1475,8.5125,6.535,7.9475,7.154999999999999,4.615,2.21,2.7449999999999997,3.1075,0.4875
2,P/FCO,9.2075,40.585,33.5275,40.375,34.417500000000004,24.3,21.155,25.9175,2.669999999999998,37.4325
3,DY,0.0011250000000000001,0.0048,0.009300000000000001,0.0084,0.009149999999999998,0.013324999999999998,0.00825,0.00545,0.006375,0.0029
4,PSRO ín,0.4925,2.0300000000000002,1.595,1.9874999999999998,1.53,1.45,1.1025,1.105,1.3450000000000002,0.41250000000000003
5,EV/EBIT,7.5925,37.9225,29.1575,33.1575,25.427500000000002,26.652500000000003,34.277499999999996,42.9025,44.64,12.6475
6,ROE,0.048525,0.16325,0.15447499999999997,0.152675,0.193275,0.1204,0.05652499999999999,0.0398,0.055975,0.10980000000000001
7,ROIC,0.052774999999999996,0.16935,0.14682499999999998,0.15975,0.207175,0.12312499999999998,0.0533,0.040375,0.04867500000000001,0.08625000000000001
8,LC,0.355,1.4025,1.595,1.595,1.5950000000000002,1.7074999999999998,1.3525,2.0175,2.0625,1.7274999999999998
9,DB/PL,0.085,0.29000000000000004,0.2425,0.20750000000000002,0.125,0.10250000000000001,0.075,0.09,0.07250000000000001,0.08
10,LPA,0.61,1.9049999999999998,1.5725000000000002,1.4225,1.6375000000000002,0.9325000000000001,0.48,0.2775,0.3825,0.3125
11,VPA,3.145,11.535,10.192499999999999,9.32,8.475000000000001,7.757499999999999,5.465,6.9625,6.785,2.6125
12,DPA,0.1525,0.6525000000000001,0.62,0.605,0.705,0.4375,0.1925,0.10250000000000001,0.1575,0.11499999999999999
