,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,16.0275,55.21,-33.53,-30.759999999999998,-5.065,-2.625,-152.85250000000002,364.9575,50.457499999999996,47.2525
1,P/VPA,0.925,3.7424999999999997,2.5999999999999996,2.4175,1.9349999999999996,2.2225,2.3675,2.6525,2.7075,2.5175
2,P/FCO,2.5525,9.715,8.66,8.440000000000001,3.7575000000000003,7.422499999999999,12.995,14.940000000000001,19.4625,22.5625
3,DY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,PSRO ín,1.605,5.845,4.7375,4.575,2.5375000000000005,2.4175,3.5974999999999997,4.640000000000001,4.17,5.425
5,EV/EBIT,5.625,20.7975,18.98,29.635000000000005,-9.247499999999995,-149.085,4.260000000000001,12.967500000000001,11.647499999999999,13.5475
6,ROE,0.01435,0.0727,0.005675,-0.125125,-0.3889,-0.950975,-0.22374999999999998,0.020525,0.053599999999999995,0.07314999999999999
7,ROIC,0.020375,0.0889,0.0811,0.056825,0.030175,-0.1122,0.070975,0.11205,0.13517500000000002,0.11382500000000001
8,LC,0.3675,1.52,1.4975,1.0625,0.6975,0.4225,0.9875,1.5200000000000002,1.2925,1.2850000000000001
9,DB/PL,0.445,1.3375000000000001,1.3025,1.7625,2.4225,2.435,1.8825,1.4700000000000002,1.3725,1.0225
10,LPA,0.09,0.44999999999999996,0.037500000000000006,-0.52,-0.79,-1.7325,-0.3325,0.065,0.16999999999999998,0.2675
11,VPA,1.56,6.1325,6.0424999999999995,4.54,2.3875,1.81,3.0399999999999996,3.31,3.165,2.3075
12,DPA,0.0,0.0025,0.0,0.0,-0.03,0.03,0.0,0.03,0.04,0.04
