,Unnamed: 0,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,0.81,0.5075000000000001,-0.11249999999999999,-0.26999999999999996,10.885000000000002,-1.2875,-0.05499999999999994,-2.1025,-28.397499999999997
1,P/VPA,-0.0275,-0.0175,-0.015,-0.030000000000000002,-0.052500000000000005,-0.36000000000000004,-0.9299999999999999,-0.20499999999999996,-0.38
2,P/FCO,255.1475,2.4375,287.93,3986.695,-479.355,-26258.344999999998,-15072.77,-4.3625,580.25
3,DY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,PSRO ín,-2494.76,158.9,86.17,102.39,171.16250000000002,126.95750000000001,117.16499999999999,120.055,0.0
5,EV/EBIT,119.9975,4.705,-76.03999999999999,-78.94,-3.9525000000000006,33.5375,-2.2525,15.872499999999995,66.60000000000001
6,ROE,-0.025500000000000002,-0.025549999999999996,0.085925,0.11599999999999999,0.039975,0.2688,-0.43737499999999996,0.7735999999999998,0.048175
7,ROIC,0.0758,1.888525,-0.11282500000000001,-0.1638,0.128075,0.123925,0.08900000000000001,0.23370000000000002,-0.058475
8,LC,0.03,0.0175,0.06,0.09,0.0475,0.0425,0.057499999999999996,0.13249999999999998,0.2
9,DB/PL,-0.8025,-0.8025,-0.805,-1.09,-1.1125000000000003,-4.215,-6.1049999999999995,-0.6025,-1.1800000000000002
10,LPA,1.755,1.665,-5.865,-7.16,-2.2075,-3.7775000000000003,0.8349999999999996,7.7125,-1.165
11,VPA,-51.6375,-48.959999999999994,-51.18,-61.7025,-54.1075,-21.015,-8.7025,-9.54,-32.3025
12,DPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,-0.075
