,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012
0,P/L,-9.94,18.1725,9.995,13.4075,13.655000000000001,12.792499999999999,78.47,132.125,121.77250000000001
1,P/VPA,0.15,0.8525,1.0525,1.75,1.6175000000000002,1.3175,16.2275,20.58,9.79
2,P/FCO,59.59,-4.6850000000000005,11.5,13.622499999999999,17.515,15.6875,83.33749999999999,99.43249999999999,111.715
3,DY,0.0046500000000000005,0.013249999999999998,0.039825,0.024425,0.021275,0.097475,0.077825,0.011949999999999999,0.0
4,PSRO ín,-25.6425,2.9699999999999998,3.485,4.65,4.3425,3.38,23.527500000000003,29.084999999999997,16.965
5,EV/EBIT,-21.8175,19.3275,11.805,13.885,13.212500000000002,12.612499999999999,73.9875,119.505,103.6625
6,ROE,-0.0038,0.03935,0.106475,0.13125,0.121375,0.10419999999999999,0.15812500000000002,0.157025,0.06665
7,ROIC,-0.002075,0.034525,0.080225,0.11455,0.112,0.10017499999999999,0.14250000000000002,0.138825,0.0587
8,LC,0.4925,1.4275,3.8625000000000003,2.5999999999999996,2.0625,1.7525,1.9475,1.9625,1.7025
9,DB/PL,0.165,0.4225,0.2175,0.0275,0.04750000000000001,0.07,0.125,0.22249999999999998,0.255
10,LPA,-0.0425,0.39,1.0350000000000001,1.1975,1.0,0.7825,0.505,0.245,0.0925
11,VPA,2.8125,7.407500000000001,9.73,9.1175,8.2275,7.4875,4.4,1.5450000000000002,1.3625
12,DPA,0.0,0.0,0.0,0.215,0.1775,0.0,0.08,0.02,0.0
