,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,-9.0825,2.2475,-12.004999999999999,-7.055,-8.892499999999998,-1.67,-1.765,-0.96,3.245,14.2175
1,P/VPA,0.14,0.625,0.625,0.5875,0.4475,0.15000000000000002,0.14250000000000002,0.1225,0.22,0.34750000000000003
2,P/FCO,40.7125,4.362500000000001,9.625,15.979999999999999,6.17,1.3725,1.6324999999999998,0.6725,3.175,10.98
3,DY,0.0092,0.0,0.0,0.0,0.0,0.01815,0.06495000000000001,0.101375,0.1119,0.04075
4,PSRO ín,41.325,3.9624999999999995,2.1075,1.5825,1.2674999999999998,1.565,1.405,1.165,1.6199999999999999,4.1450000000000005
5,EV/EBIT,-108.25,3.8075,24.6925,12.412499999999998,3.0825,-12.12,-12.14,-3.1174999999999997,6.1025,15.62
6,ROE,-0.0038250000000000003,0.21015,0.021675,-0.004274999999999996,-0.14045000000000002,-0.14145000000000002,-0.0887,-0.1345,0.014350000000000002,0.031725
7,ROIC,-0.00015,0.10447500000000001,0.040175,0.06487499999999999,-0.012200000000000003,-0.07477500000000001,-0.053799999999999994,-0.09905,0.004924999999999999,0.022074999999999997
8,LC,0.435,1.0950000000000002,1.19,1.095,0.91,1.34,1.3599999999999999,1.6149999999999998,1.2799999999999998,1.6400000000000001
9,DB/PL,0.18,0.665,1.0225,1.0325,1.0325,0.9299999999999999,0.6325,0.48749999999999993,0.655,0.5075
10,LPA,-0.2025,9.5425,1.2475,-0.13999999999999996,-4.1274999999999995,-4.9,-3.9150000000000005,-6.4925,1.0625,1.8125
11,VPA,13.22,33.9625,34.72,33.58,34.0,38.545,44.027499999999996,48.0675,56.290000000000006,56.9675
12,DPA,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.08,0.0
