,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,3.3325,14.712499999999999,20.39,43.185,20.11,11.445,14.4625,29.185,26.92,13.872499999999999
1,P/VPA,0.2575,1.33,1.2875,1.4249999999999998,1.12,0.9125000000000001,2.3600000000000003,6.2025,6.8525,5.4350000000000005
2,P/FCO,1.3375,7.6674999999999995,8.5775,-4.43,6.8025,6.665,12.645,41.4525,36.94,15.15
3,DY,0.00605,0.02385,0.019450000000000002,0.040725000000000004,0.015224999999999999,0.055499999999999994,0.03745,0.02895,0.043649999999999994,0.057050000000000003
4,PSRO ín,0.22,0.96,1.0375,1.3925,1.3325,1.0275,1.5,2.6050000000000004,2.5175,1.6325
5,EV/EBIT,3.14,14.517500000000002,17.14,43.9375,19.445000000000004,13.47,15.127499999999998,24.470000000000002,22.582500000000003,12.607500000000002
6,ROE,0.019375,0.09159999999999999,0.06567500000000001,0.066075,0.07835,0.086325,0.1633,0.20955000000000001,0.261125,0.403875
7,ROIC,0.017225,0.059574999999999996,0.053175,0.024875,0.024125,0.04635,0.06945,0.091475,0.1072,0.127775
8,LC,0.4275,1.8375000000000001,1.6800000000000002,1.84,1.8425,1.9149999999999998,2.4525,2.1275,1.5475,1.9349999999999998
9,DB/PL,0.2025,0.81,0.9425,1.095,1.1975,1.29,1.27,1.33,1.1275,1.3824999999999998
10,LPA,0.0525,0.2275,0.15,0.13749999999999998,0.16,0.16999999999999998,0.27749999999999997,0.32,0.355,0.46499999999999997
11,VPA,0.68,2.4875,2.27,2.085,2.025,1.9875,1.71,1.5325000000000002,1.3725,1.1575000000000002
12,DPA,0.0225,0.105,0.0375,0.10250000000000001,0.0425,0.057499999999999996,0.075,0.1475,0.1625,0.17
