,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,11.7325,39.1175,34.43,21.722500000000004,40.370000000000005,16.785,19.769999999999996,24.2775,25.049999999999997,16.822499999999998
1,P/VPA,0.935,6.8475,7.09,9.6,12.3675,9.8425,14.6775,20.115,19.4675,15.377500000000001
2,P/FCO,2.9875,18.3125,26.612499999999997,12.395,12.717500000000001,8.16,18.8325,19.9625,21.907500000000002,16.2025
3,DY,0.0011749999999999998,0.0061,0.015525,0.00965,0.022924999999999994,0.06835,0.0523,0.0425,0.0398,0.045475
4,PSRO ín,0.4425,1.92,1.91,2.0300000000000002,1.765,1.8625,2.4899999999999998,3.3249999999999997,3.7225,2.525
5,EV/EBIT,4.595,19.755,18.375,13.615,12.35,10.01,12.707500000000001,15.915,16.32,10.9625
6,ROE,0.0199,0.170375,0.2123,0.44234999999999997,0.31365,0.591125,0.738575,0.8215,0.785925,0.9610750000000001
7,ROIC,0.0194,0.11025000000000001,0.09775,0.142275,0.163225,0.150175,0.21245,0.26785000000000003,0.34099999999999997,0.51595
8,LC,0.365,1.4175,1.5575,1.1075,1.1275,1.58,1.53,1.3925,1.2875,1.44
9,DB/PL,0.48,2.6199999999999997,3.91,4.605,4.970000000000001,5.24,3.455,2.565,1.6075000000000002,0.9850000000000001
10,LPA,0.22,1.15,1.085,1.43,0.6725,1.4625,1.8225,1.9375,1.9975,2.3725
11,VPA,2.7575,6.89,5.2524999999999995,3.2524999999999995,2.1575,2.5,2.5,2.39,2.5799999999999996,2.5275000000000003
12,DPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
