,Unnamed: 0,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,7.775,82.7025,26.9625,28.092499999999998,61.08749999999999,-424.02250000000004,293.4975,139.0225,34.53,18.34
1,P/VPA,1.195,3.5250000000000004,3.4025,3.2025,3.6525,3.9050000000000002,3.1224999999999996,4.0275,3.2525,2.9250000000000003
2,P/FCO,941.4375,65.73,46.285,310.1825,-4.337500000000002,0.8550000000000022,111.6525,-1859.6499999999999,314.75,290.3825
3,DY,0.0,0.03315,0.102525,0.013399999999999999,0.00885,0.0,0.005550000000000001,0.0224,0.0441,0.015
4,PSRO ín,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,EV/EBIT,6.915,272.8925,26.5325,47.59,-158.46500000000003,-130.005,86.78499999999997,-2683.5875,46.935,19.85
6,ROE,0.0384,0.040575,0.154125,0.154575,0.11015,-0.0007749999999999996,0.0036250000000000006,0.029775,0.10375000000000001,0.17577500000000001
7,ROIC,0.038975,0.016,0.127025,0.12155,0.060575000000000004,-0.050975000000000006,-0.020275,0.0054,0.06960000000000001,0.14037500000000003
8,LC,1.025,4.4375,5.5975,13.365,9.045,34.3675,36.9475,55.0675,82.6875,79.63749999999999
9,DB/PL,0.03,0.065,0.0775,0.04,0.042499999999999996,0.03,0.005,0.0075,0.0125,0.0125
10,LPA,0.615,0.62,2.4975000000000005,2.62,1.73,-0.015,0.07500000000000001,0.36750000000000005,1.6525,2.875
11,VPA,3.9975,11.2575,16.284999999999997,17.02,14.6525,12.872499999999999,9.07,12.260000000000002,15.485000000000001,16.419999999999998
12,DPA,0.0,0.2025,0.66,0.7375,0.2625,0.0275,0.07,0.22000000000000003,0.4275,0.2925
