,Unnamed: 0,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,P/L,30.697499999999998,48.19,83.05,39.725,29.625,31.5875,36.5975,39.545,88.9075
1,P/VPA,0.7775,1.0025,1.3825,3.0425,4.2625,4.785,5.525,6.4625,5.8175
2,P/FCO,16.1575,-17.505000000000003,-352.9725,60.43,143.1075,63.13,335.27250000000004,119.835,458.37
3,DY,0.002725,0.012175,0.012525000000000001,0.009524999999999999,0.031125,0.07985,0.031099999999999996,0.025,0.03095
4,PSRO ín,0.695,1.0975000000000001,78.265,2.7425,3.55,3.5125,3.8425000000000002,3.5025,3.39
5,EV/EBIT,13.0725,38.0175,-369.6475,27.765,24.7275,20.840000000000003,23.9,28.685000000000002,37.615
6,ROE,0.019525,0.023825,0.005175000000000001,0.058925000000000005,0.144075,0.152975,0.153,0.165625,0.07644999999999999
7,ROIC,0.0166,0.005825,-0.012924999999999999,0.045325000000000004,0.08755000000000002,0.127675,0.12175,0.14125000000000001,0.090325
8,LC,1.5025,2.06,1.7774999999999999,1.9075000000000002,2.3649999999999998,2.4025,2.355,2.3425000000000002,1.8675
9,DB/PL,0.215,0.29750000000000004,0.25,0.21250000000000002,0.28250000000000003,0.23500000000000001,0.22999999999999998,0.185,0.15500000000000003
10,LPA,0.21500000000000002,0.2575,0.052500000000000005,0.58,1.355,1.275,1.115,1.0274999999999999,0.4825
11,VPA,8.3325,10.700000000000001,7.7425,7.4,9.397499999999999,8.3575,7.26,6.202500000000001,3.9749999999999996
12,DPA,0.0675,0.03,0.0375,0.39,0.36,0.155,0.09,0.09,0.1425
